1,BNST_L
2,BNST_R
3,Amygdala_L_HO50
4,Amygdala_R_HO50
5,Hippocampus_Ant_L_HO
6,Hippocampus_Ant_R_HO
7,Hypothalamus_L
8,Hypothalamus_R
9,Insula_anterior_left
10,Insula_anterior_right
11,vmPFC_L
12,vmPFC_R
13,rACC_L
14,rACC_R
